player_name,height,nationality
Lukas Hradecky,1.92,Finland
Sambou Yatabaré,1.9,Mali
Emil Berggreen,1.94,Denmark
Sven Schipplock,1.85,
Darío Lezcano,1.79,Paraguay
Robin Quaison,1.8,Sweden
Jonas Lössl,1.95,Denmark
Alexander Esswein,1.83,Germany
Robert Bauer,1.83,Germany Olympic
Marco Terrazzino,1.76,Germany
Andreas Beck,1.8,Germany
Aílton,1.77,
Roberto Massimo,1.8,Germany
Josip Elez,1.9,Croatia
Luca Itter,1.84,Germany
Bernard Tekpetey,1.72,Ghana
Florian Niederlechner,1.87,
Ruben Vargas,1.74,Switzerland
Thulani Serero,1.72,South Africa
Przemyslaw Tyton,1.95,Poland
Amin Younes,1.68,Germany
Eric Botteghin,1.93,
Hakon Evjen,1.73,Norway
Alan Kardec,1.87,Brazil
Juankar,1.78,Spain
Derley,1.83,
Simeon Slavchev,1.85,Bulgaria
Mile Svilar,1.89,Belgium
Lumor,1.75,Ghana
Jhonder Cádiz,1.91,Venezuela
André Horta,1.75,Portugal
Eduardo Costa,1.85,Brazil
Fabrice Abriel,1.76,
Luan,1.8,Brazil
Christophe Jallet,1.78,France
Djamel Bakar,1.71,Comoros
Jean-Armel Kana-Biyik,1.83,Cameroon
Mathieu Bodmer,1.9,France B
Bruno Ecuele Manga,1.86,Gabon
Jérémy Morel,1.73,Madagascar
Kévin Anin,1.89,
Lynel Kitambala,1.78,France
Innocent Emeghara,1.72,Switzerland
Benjamin Moukandjo,1.8,Cameroon
Emanuel Herrera,1.8,
Saber Khalifa,1.85,Tunisia
Ola Toivonen,1.89,Sweden
Romain Philippoteaux,1.7,
Habib Habibou,1.92,Central African Republic
Oussama Tannane,1.77,Morocco
Arnaud Lusamba,1.79,France
Júnior Alonso,1.85,Paraguay
Ivan Santini,1.9,Croatia
François Kamano,1.75,Guinea
Paul Bernardoni,1.9,France
Ciprian Tatarusanu,1.98,Romania
Yacine Bammou,1.88,Morocco
Sikou Niakaté,1.86,France
Zeki Celik,1.8,Turkey
Mathieu Dossevi,1.72,Togo
Eddy Gnahoré,1.88,France
Agustín Rogel,1.9,Uruguay
Chung-yong Lee,1.8,South Korea
Paul McShane,1.83,Republic of Ireland
Eidur Gudjohnsen,1.8542,Iceland
Rafik Halliche,1.87,Algeria
Ahmed Elmohamady,1.83,Egypt
Kieran Richardson,1.7526,England
Ashkan Dejagah,1.81,Iran
Massadio Haidara,1.81,Mali
Magnus Wolff Eikrem,1.82,Norway
Kévin Théophile-Catherine,1.83,France
Mario Pasalic,1.89,Croatia
Danny Simpson,1.76,
Bruno Zuculini,1.82,Argentina
José Holebas,1.84,Greece
Darron Gibson,1.83,Republic of Ireland
Evandro,1.78,
Luka Ilic,1.82,Serbia
Philippe Sandler,1.88,Netherlands
Juninho Bacuna,1.78,Curaçao
Alexandru Epureanu,1.89,Moldova
João Carlos,1.77,Portugal
Taras Burlak,1.91,Russia
Inal Getigezhev,1.87,Russia-2
Delvin N'Dinga,1.81,Congo
Bernard Berisha,1.74,Kosovo
Solomon Kvirkvelia,1.96,Georgia
Vidar Örn Kjartansson,,
Luka Djordjevic,1.85,Montenegro
Murilo Cerqueira,1.88,Brazil
Dmitri Zhivoglyadov,1.78,Russia
Ángel Lafita,1.88,
Álex Geijo,1.88,
Mané,1.75,Senegal
Joseba Llorente,1.84,Basque Country
Jesús Dátolo,1.75,Argentina
Carlos Marchena,1.83,Spain
Júlio Baptista,1.85,Brazil
Adrián Colunga,1.72,
Jonathan Viera,1.71,Spain
Sammir,1.78,Croatia
Jesús Gámez,1.82,Spain
Benoît Trémoulinas,1.73,France
Emanuel Insúa,1.82,
Dimitri Foulquier,1.83,Guadeloupe
Federico Ricca,1.79,Uruguay
Sergio Araujo,1.8,Argentina
Gabriel Mercado,1.8,Argentina
Zouhair Feddal,1.92,Morocco
Cristhian Stuani,1.86,Uruguay
Djené,1.78,Togo
Nehuén Pérez,1.86,Argentina
Vasyl Kravets,1.83,Ukraine
Vitorino Antunes,1.76,Portugal
Serdar Gürler,1.76,Turkey
Alberto Soro,1.73,Spain
Marc Cardona,1.82,Catalonia
Davide Di Gennaro,1.81,Italy
Dario Dainelli,1.91,Italy
André Dias,1.84,Brazil
Urby Emanuelson,1.76,Netherlands
Francesco Modesto,1.77,Italy
Sergio Almirón,1.8,
Javier Garrido,1.78,Basque Country
Artur Boruc,1.93,Poland
Ignacio Piatti,1.81,
Rene Krhin,1.89,Slovenia
Gianluca Curci,1.92,Italy
Frederik Sörensen,1.94,Denmark
Angelo,,
Takayuki Morimoto,,Japan
Paul Papp,1.89,Romania
Michele Canini,1.87,Italy
Jádson,1.68,Brazil
Luca Ceppitelli,1.89,
Emmanuel Cascione,1.87,Italy
Gabriel Paletta,1.87,Italy
Nicola Ravaglia,1.84,
Antonio Floro Flores,1.83,Italy
Oscar Hiljemark,1.85,Sweden
Luca Rossettini,1.87,Italy
Bartlomiej Dragowski,1.91,Poland
Leonardo Morosini,1.8,Italy
Abdullahi Nura,1.82,
Umar Sadiq,1.92,Nigeria
César Falletti,1.7,
Maximiliano Olivera,1.81,
Sebastián Cristóforo,1.73,Uruguay
Felipe Avenatti,1.96,Uruguay
Valter Birsa,1.84,Slovenia
Mariusz Stepinski,1.83,Poland
Simone Missiroli,1.91,
Kevin Agudelo,1.78,
Nicholas Rizzo,1.78,Australia
Samuel Di Carmine,1.87,Italy
Orestis Karnezis,1.9,Greece
Gastón Brugman,1.76,Uruguay
Mehdi Léris,1.86,
Emiliano Alfaro,1.73,Uruguay
Dejan Lekic,1.93,Serbia
Jordi Gómez,1.78,Spain
Fabián Rinaudo,1.74,Argentina
Domagoj Vida,1.84,Croatia
Dennis Johnsen,1.85,Norway
Matheus,1.92,
Odysseas Vlachodimos,1.88,Greece
Eric Bauthéac,1.68,
Somália,,
Hamari Traoré,1.75,Mali
Sam Ricketts,1.85,Wales
Greg Halford,1.9304,England
Liam Ridgewell,1.8796,England
Dong-won Ji,1.87,South Korea
Yacouba Sylla,1.84,Mali
Vito Mannone,1.88,Italy
Cristian Gamboa,1.75,Costa Rica
Marvin Ogunjimi,1.85,Belgium
Alejandro González,,
Antonino Ragusa,1.83,Italy
Jandrei,1.86,
Jack Hunt,1.75,
Georgiy Dzhikiya,,
Pablo Ceppelini,1.76,Uruguay
Björn Johnsen,1.95,Norway
Guillermo Celis,1.77,Colombia
Lucas Mendes,1.74,
Andrei Girotto,1.85,
Jason Scotland,1.7271999999999998,Trinidad and Tobago
Mike Williamson,1.9304,
Matthew Kilgallon,1.88,England
James Vaughan,1.81,England
Simon Vukcevic,1.79,Montenegro
Fábio,1.72,Brazil
Eldin Jakupovic,1.91,Switzerland
Matteo Contini,1.82,
Javier Camuñas,1.75,
Brayan Perea,1.89,Colombia
Alessandro De Vitis,1.84,Italy
Simon Makienok,2.0066,Denmark
Gastón Silva,1.85,Uruguay
Jaime Báez,1.78,Uruguay
Miha Zajc,1.8,Slovenia B
Pietro Iemmello,1.8,Italy
Paolo Faragò,1.87,Italy Universiade
Luca Caldirola,1.89,Italy
Stefanos Kapino,1.96,Greece
Keanan Bennetts,,
Martin Harnik,1.85,Austria
Albert Crusat,1.64,Spain
Anthony Pilkington,1.8288,Republic of Ireland
Krystian Bielik,1.89,Poland
Ken Sema,1.8,Sweden
Filip Stuparevic,1.84,Serbia
Rúben Vinagre,1.74,Portugal
Danijel Aleksic,1.82,Serbia
Mehdi Bourabia,1.83,Morocco
Matt Grimes,1.78,England
Ramón Miérez,1.84,
Denni Avdic,1.83,Sweden
Dennis Diekmeier,1.88,Germany
Garra Dembélé,1.87,Mali
Jairo Samperio,1.7,Spain
Mark Uth,1.85,Germany
Fredrik Midtsjö,1.76,Norway
Filipe Augusto,1.83,Brazil
Saidy Janko,1.81,Switzerland
Lucas Fernandes,1.74,
Anders Konradsen,,Norway
Borja López,1.92,Spain
Jason Puncheon,1.73,
Gheorghe Grozav,1.83,Romania
Artur Jedrzejczyk,1.89,Poland
Henok Goitom,1.89,Eritrea
Sandro Silva,1.77,Brazil
Raul Rusescu,1.81,Romania
Ante Budimir,1.9,Croatia
Mariano Andújar,1.94,Argentina
Ignacio Fideleff,1.89,Argentina
Joel Obi,1.77,Nigeria
Norbert Balogh,1.97,Hungary
Ali Adnan,1.85,Iraq
Petar Brlek,1.8,Croatia
Mexer,1.88,Mozambique
Kevin Großkreutz,1.86,Germany
Richairo Zivkovic,1.87,Netherlands
Geoff Cameron,1.91,United States
José Rodríguez,1.86,Mexico
Juan Ferney Otero,1.79,Colombia
Alejandro Grimaldo,1.65,Spain
Óscar Trejo,1.77,
Danny Fox,1.83,Scotland
Barry Bannan,1.67,Scotland
James McClean,1.8,Republic of Ireland
Konstantinos Mavropanos,1.94,Greece
Andrea Esposito,1.91,Italy
Alberto Masi,1.88,Italy
Thomas Heurtaux,1.83,
Jean-Claude Billong,1.92,
Amir Rrahmani,1.92,Kosovo
Edson Braafheid,1.76,Netherlands
Claudio Pizarro,1.84,Peru
Anthony Annan,1.75,Ghana
Mauro Germán Camoranesi,1.77,Italy
Slobodan Rajkovic,1.91,Serbia
Tomas Pekhart,1.88,Czech Republic
Slobodan Medojevic,1.83,Serbia
Mato Jajalo,1.82,Bosnia and Herzegovina
Ariel Borysiuk,1.78,Poland
Sébastien Pocognoli,1.82,Belgium
Niki Zimling,1.75,Denmark
Johannes Flum,1.9,Germany
Jeong-ho Hong,1.86,South Korea
Ivica Olic,1.82,Croatia
Marcelo Díaz,1.66,Chile
Uffe Bech,1.69,Denmark
Iver Fossum,1.8,Norway
Lászlo Bénes,1.81,Slovakia
Roman Bezjak,1.79,Slovenia
Janik Haberer,1.87,Germany
Marvin Stefaniak,1.78,Germany
Michael Esser,1.98,
Pascal Köpke,1.75,Germany
Lukas Klünter,1.84,Germany
Issah Abass,1.73,Ghana
Philipp Lienhart,1.85,Austria
Marvin Ducksch,1.88,Germany
Reece Oxford,1.91,England
Kingsley Ehizibue,1.89,Netherlands
Marvin Friedrich,1.9,Germany
Roberto Rosales,1.74,Venezuela
Renato Ibarra,1.72,Ecuador
Nikola Aksentijevic,1.79,Serbia
Nick Viergever,1.83,Netherlands
Perr Schuurs,1.91,
Oussama Idrissi,1.83,Morocco
Luis Sinisterra,1.72,Colombia
Dani de Wit,1.84,Netherlands
Zakaria Aboukhlal,1.79,Netherlands
Chidera Ejuke,1.73,Nigeria
Olivier Boscagli,1.81,France
Patric,1.84,
Fábio Faria,1.86,Portugal
Émerson Conceição,1.87,
Luisinho,1.75,
Rogelio Funes Mori,1.86,Argentina
Luís Felipe,1.8,
Raúl Silva,1.82,Spain
Mattheus,1.82,Brazil
Pedrão,1.9,
Óscar Estupiñán,1.82,
Yordan Osorio,1.89,Venezuela
Issam Jemâa,1.85,Tunisia
Jean-Pascal Mignot,1.83,
Henri Bedimo,1.8,Cameroon
Bakary Koné,1.88,Burkina Faso
Wesley Lautoa,1.82,
Brice Jovial,1.72,Guadeloupe
Alaixys Romao,1.8,Togo
Ishmael Yartey,1.71,Ghana
Abel Aguilar,1.85,Colombia
Cheikh M'Bengue,,Senegal
Nicki Bille Nielsen,1.85,Denmark
Bouna Sarr,1.77,
Alexander Söderlund,1.87,Norway
Pablo,1.88,Brazil
Jeff Louis,,Haiti
Guillaume Gillet,1.86,Belgium
Mathieu Peybernes,1.87,France
Cafú,1.85,Portugal
Jimmy Durmaz,1.8,Sweden
Bongani Zungu,1.84,South Africa
Lassana Coulibaly,1.83,Mali
Naïm Sliti,1.73,Tunisia
Nicolas Pallois,1.9,
Ihsan Sacko,1.83,
Junior Sambia,1.87,
Romain Del Castillo,1.72,France
Franck Honorat,1.8,France
Ibrahima Sissoko,1.93,France
Ludovic Ajorque,1.97,
Ui-jo Hwang,1.85,South Korea
Romain Perraud,1.73,France
Ibrahima Diallo,1.79,France
Jean-Kevin Duverne,1.84,
Show,,
Sidy Sarr,1.96,Senegal
Jordan Ferri,1.72,France
Zaydou Youssouf,1.82,France
Sergi Palencia,1.7,Spain
Jean-Ricner Bellegarde,1.7,France
Björn Helge Riise,1.74,Norway
Tommy Smith,1.778,England
Kamel Ghilas,1.77,Algeria
Stefan Maierhofer,2.02,Austria
Jermaine Pennant,1.73,England
Ulises Dávila,1.73,Mexico
DJ Campbell,1.78,England C
Leroy Lita,1.76,England
Yoan Gouffran,1.76,France
Antonio Luna,1.77,Spain
José Campaña,1.79,Spain
Martin Kelly,1.91,England
Sebastián Blanco,1.66,Argentina
Oleksandr Zinchenko,1.75,Ukraine
Fousseni Diabaté,1.75,Mali
Marc Navarro,1.88,
Andrii Voronin,1.9,Ukraine
Fatih Tekke,1.78,Turkey
Sergey Semak,1.78,Russia
Alan Gatagov,1.84,Russia
Gordon Schildenfeld,1.91,Croatia
Charles Kaboré,1.81,Burkina Faso
Mauricio Pereyra,1.7,Uruguay
Vladimir Koman,1.73,Hungary
Luis Caballero,,Paraguay
Gia Grigalava,1.88,Georgia
Aleksandr Filtsov,1.97,Russia
Fedor Kudryashov,1.81,Russia
Viktor Claesson,1.83,Sweden
Bekim Balaj,1.88,Albania
Léo Jabá,1.78,Brazil
Mihailo Ristic,1.79,Serbia
Sverrir Ingi Ingason,1.88,Iceland
Björn Sigurdarson,1.87,Iceland
Pavel Mogilevets,1.83,Russia
Denis Terentjev,,
Dmitri Stotskiy,1.71,Russia
Daniil Krugovoy,,
Younes Namli,1.8,
Sergey Tkachev,1.84,Russia
Xabier Castillo,1.84,Spain
Zé Castro,1.83,Portugal
Miguel Torres,1.84,Spain
Felipe Mattioni,1.78,
Kris Stadsgaard,1.85,Denmark
Eliseu,1.76,Portugal
Emir Spahic,1.86,Bosnia and Herzegovina
Cicinho,1.72,Brazil
Beto,1.76,Brazil
Yoel Rodríguez,1.86,Spain
Kike,1.86,Spain
Aleksandar Katai,1.82,Serbia
Luis Hernández,1.75,Mexico
Mauricio Lemos,1.86,Uruguay
Andrés Fernández,1.84,
Antonio Sivera,1.84,Spain
Diego González,1.78,
Emmanuel Boateng,1.75,Ghana
Erick Cabaco,1.85,Uruguay
Lei Wu,1.74,China
Pablo de Blasis,1.66,
Stiven Plaza,1.88,Ecuador
Jorge Sáenz,1.92,Spain
Pere Pons,1.77,Catalonia
Luis Rioja,1.73,
Takashi Inui,1.69,Japan
Robert Ibáñez,1.69,
Yannis Salibur,1.77,France
Dorin Goian,1.94,Romania
Nicolás Bertolo,1.79,Argentina
Fabio Grosso,1.9,Italy
Cristian Zaccardo,1.84,Italy
Cristiano Zanetti,1.8,Italy
Gennaro Delvecchio,1.86,Italy
Ritchie Kitoko,1.79,Belgium
Gabriele Angella,1.93,Italy
Henry Giménez,1.76,Uruguay
Diego Pérez,1.78,Uruguay
Kamil Vacek,1.84,Czech Republic
Perparim Hetemaj,1.75,Finland
Víctor Ibarbo,1.88,Colombia
Mathias Ranégie,1.97,Sweden
Nicola Del Pivo,1.83,
Thiago Ribeiro,1.83,
Daniele Dessena,1.83,Italy Olympic
Jean-François Gillet,1.81,Belgium
Andrea Magrassi,1.94,
Jherson Vergara,1.87,Colombia
Marco D'Alessandro,1.73,Italy
Federico Agliardi,1.91,Italy
Davide Cais,1.8,Italy
James Troisi,1.76,Australia
Ivaylo Chochev,1.88,Bulgaria
Andrea Costa,1.82,Italy
Stefano Beltrame,1.83,Italy
Cyril Théréau,1.89,
Eric Lanini,1.86,Italy
Gilberto,1.85,Brazil
Danilo Avelar,1.85,
Abdelhamid El Kaoutari,1.8,Morocco
Matheus Pereira,1.75,
Ianis Hagi,1.84,Romania
Vincenzo Fiorillo,1.91,Italy  Serie B
Bartosz Bereszynski,1.83,Poland
Samuel Armenteros,1.78,Sweden
Filip Helander,1.92,Sweden
Sebastien De Maio,1.9,
Fabrizio Caligara,1.8,Italy
Leonardo Mancuso,1.82,Italy  C
Ivan Strinic,1.86,Croatia
Mattia Vitale,1.83,Italy
Mamadou Coulibaly,1.83,
Fabio Ceravolo,1.8,Italy
Jacopo Dezi,1.78,Italy
Marco Varnier,1.87,Italy
Florian Ayé,1.84,France
Jony,1.74,
Patryk Dziczek,1.81,Poland
Romario Benzar,1.8,Romania
José Machín,1.84,Equatorial Guinea
Héctor Quiñónes,1.78,Colombia
Carlos Salcido,1.76,Mexico
Dusan Vlahovic,1.9,Serbia
Nico Hidalgo,1.78,
Dennis Aogo,1.84,Germany
Pirmin Schwegler,1.79,Switzerland
Ronnie Schwartz,1.83,Denmark
Philipp Hosiner,1.79,Austria
Cristian Cuevas,1.75,Chile
Doneil Henry,1.88,Canada
Sepp van den Berg,1.89,Netherlands
Morgan De Sanctis,1.9,Italy
Aleandro Rosi,1.85,Italy
Patrice Evra,1.73,France
Modou Barrow,1.76,Gambia
Eros Pisano,1.85,Italy  Serie C
Francisco Rodríguez,1.91,Mexico
Theodor Gebre Selassie,1.81,Czech Republic
Salomon Kalou,1.84,Ivory Coast
Mërgim Mavraj,1.89,Albania
Orel Mangala,1.78,Belgium
Tuta,1.88,
Albert Gudmundsson,1.77,Iceland
Jérémy Clément,1.82,
Gueïda Fofana,1.82,France
Jimmy Cabot,1.64,
Leon Cort,1.9304,Guyana
Nicky Shorey,1.7526,England
Boaz Myhill,1.905,Wales
Bongani Khumalo,1.84,South Africa
Marcos Angeleri,1.8,Argentina
Bradley Orr,1.83,
Yannick Sagbo,1.78,Ivory Coast
Dominic Calvert-Lewin,1.87,England
Kirill Panchenko,1.85,Russia
Sergio García,1.74,Catalonia
Daniel Carriço,1.82,Portugal
Deyverson,1.87,
Francesco Di Tacchio,1.85,Italy
Jaime Romero,1.76,Spain
Linus Hallenius,1.85,Sweden
Joel Ekstrand,1.88,Sweden
Rubén Olivera,1.84,Uruguay
Nicolas Viola,1.81,Italy
Vladimir Weiss,1.75,Slovakia
Alexander Farnerud,1.81,Sweden
Nicola Bellomo,1.74,Italy  Serie B
Kevin Méndez,1.74,Uruguay
Ádám Nagy,1.78,Hungary
Marko Jankovic,,
Ales Mateju,1.84,Czech Republic
Bobby Duncan,,
Alberto Gallinetta,1.95,Italy
Milan Milanovic,1.94,Serbia
Kenan Kodro,1.9,Bosnia and Herzegovina
Renato Steffen,1.7,Switzerland
Björn Vleminckx,1.83,Belgium
Miguel Lopes,1.82,Portugal
Rémi Gomis,1.8,Senegal
Kalilou Traoré,1.92,Mali
Thomas Guerbert,1.8,
David Moberg Karlsson,1.79,Sweden
Allan McGregor,1.8288,Scotland
Joris Mathijsen,1.83,Netherlands
Antony Lozano,1.85,Honduras
Matteo Chinellato,1.88,Italy
Felipe Seymour,1.74,Chile
Alessandro Gamberini,1.85,Italy
Alberto Brignoli,1.88,
Vid Belec,1.92,Slovenia
Gaetano Letizia,1.73,
John Brayford,1.8288,England C
Pavle Ninkov,1.81,Serbia
Cristóbal Jorquera,1.74,Chile
Marcel Meeuwis,1.72,
Junior Malanda,1.81,Belgium
Marius Müller,,
Noah Sarenren Bazee,1.82,
Nemanja Mihajlovic,1.73,Serbia
Pedro Mendes,1.77,Portugal
Grégory Bourillon,1.87,
Youssouf Hadji,1.83,Morocco
Keagan Dolly,1.7,South Africa
Isaac Mbenza,1.87,Belgium
Josh Maja,1.83,Nigeria
Dereck Kutesa,1.76,Switzerland
Pascal Chimbonda,1.8034,France
Elliott Bennett,1.7526,
Yakubu Aiyegbeni,1.83,Nigeria
Chris Eagles,1.83,
Tyrone Mears,1.81,Jamaica
Marvin Emnes,1.8034,Netherlands
Lee Grant,1.93,England
Ben Wilmot,1.8796,England
Karlan Grant,1.8288,England
Marcos Pizzelli,1.75,Armenia
Ricardo Laborde,1.73,
Mathias Normann,1.79,Norway
Petros,,
Robert Gucher,1.83,Austria
Erik Huseklepp,1.88,Norway
Santiago Silva,1.83,
Fausto Rossi,1.77,Italy
Sasa Lukic,1.82,Serbia
Massimo Coda,1.84,
Petko Hristov,1.91,Bulgaria
Aleksa Terzic,1.84,Serbia
Eran Zahavi,1.81,Israel
Alberto Frison,1.9,Italy
Sebastián Rincón,1.8542,
Alexis Blin,1.84,France
Nicola Pasini,1.85,Italy
Davide Bariti,1.73,Italy
Matus Bero,1.81,Slovakia
Lukas Spalvis,1.89,Lithuania
Nassim Ben Khalifa,1.83,Switzerland
Shawn Parker,1.79,Germany
Daichi Kamada,1.8,Japan
Roy Beerens,1.74,Netherlands
Mickaël Landreau,1.84,France
Famara Diédhiou,1.89,Senegal
Nayef Aguerd,1.88,Morocco
Rúnar Alex Rúnarsson,1.86,Iceland
Pajtim Kasami,1.88,Switzerland
Michael Lumb,,
Nikola Drincic,1.82,Montenegro
Galatto,1.93,
Cheick Doukouré,,Ivory Coast
Santiago García,1.81,Uruguay
Luigi Giorgi,,
Daniele Gragnoli,1.86,Italy
Matteo Bianchetti,1.89,Italy
Constantin Nica,1.85,Romania
Alessio Cragno,1.84,Italy
Felice Di Cecco,,
Bryan Cabezas,1.82,Ecuador
Davide Biraschi,1.82,Italy
Vincent Laurini,1.73,
Jhon Chancellor,1.98,Venezuela
Rodrigo Becão,1.91,
José Crespo,1.84,Argentina
Jan Morávek,1.8,Czech Republic
Peer Kluge,1.79,Germany B
Bamba Anderson,1.88,
Teemu Pukki,1.8,Finland
Marco Höger,1.82,
Ibrahim Sissoko,1.77,Ivory Coast
Mateusz Klich,1.83,Poland
Knowledge Musona,1.74,Zimbabwe
Vaclav Pilar,1.7,Czech Republic
Joseph Akpala,1.85,Nigeria
Guilherme Biteco,1.73,
Robbie Kruse,1.79,Australia
Dani Schahin,1.87,Germany
Ludovic Obraniak,1.74,Poland
Bruno Nazário,1.78,
Koen Casteels,1.97,Belgium
Xizhe Zhang,1.8,China
Daniel Brosinski,1.78,Germany
Miiko Albornoz,1.8,Chile
Tolga Cigerci,1.85,Turkey
Carlos Ascues,1.87,Peru
Filip Mladenovic,1.81,Serbia
Charlison Benschop,,Curaçao
Jan Kliment,1.85,Czech Republic
Elias Kachunga,1.76,DR Congo
Guido Burgstaller,1.87,Austria
Robert Leipertz,1.83,
Moritz Leitner,1.76,Germany
Takashi Usami,1.78,Japan
Fallou Diagne,1.85,Senegal
Vincent Sierro,1.84,
Kaylen Hinds,1.8,England
Paul Verhaegh,1.78,Netherlands
Sargis Adamyan,1.84,Armenia
Marcus Ingvartsen,1.87,Denmark
Igor Djuric,1.82,Switzerland
Nana Asare,,
Marcus Pedersen,1.8,Norway
Glynor Plet,1.94,
Wesley Verhoek,1.87,
Mattias Johansson,1.74,Sweden
Kamohelo Mokotjo,1.7,South Africa
Ben Rienstra,1.82,
Simon Gustafson,1.85,Sweden
Renato Tapia,1.85,Peru
Michiel Kramer,1.95,
Fred Friday,,
Ondrej Mihalik,1.87,Czech Republic
Aziz Behich,1.7,Australia
Kjell Scherpen,2.04,Netherlands
José Shaffer,1.75,
José Luis Fernández,1.8,
Licá,1.81,Portugal
Djavan,1.74,Netherlands
André André,2.2352,
Tozé,1.7,Portugal
Rafa Soares,1.82,Portugal
João Novais,1.79,
Gabriel Heinze,1.78,Argentina
Charlie Davies,1.78,United States
Gabriel Peñalba,1.94,
Sebastián Dubarbier,1.77,
João Paulo,,
Sandy Paillot,1.905,France
Vujadin Savic,1.94,Serbia
Stéphane Dalmat,1.86,
Siaka Tiéné,1.76,Ivory Coast
Abraham Gneki Guié,1.8,Ivory Coast
Fabien Lemoine,1.75,France
Yaya Banana,1.92,Cameroon
Abdoul Camara,1.77,Guinea
Ronny Rodelin,1.92,
Benoît Pedretti,1.77,France
Marko Basa,1.9,Montenegro
Gilles Sunu,1.81,Togo
Samuel Souprayen,1.87,France
Darío Cvitanich,1.72,
Gaëtan Charbonnier,1.87,
Lindsay Rose,1.84,Mauritius
Zacharie Boucher,1.81,France
Eliran Atar,1.79,Israel
Nicolas Benezet,1.7,France
Elderson,1.85,Nigeria
Rolando,1.89,Portugal
Mickaël Le Bihan,1.84,
Jaba Kankava,1.76,Georgia
Zargo Touré,1.85,Senegal
Bassem Srarfi,1.76,Tunisia
Lukas Pokorny,1.9,Czech Republic
Grégory Sertic,1.83,France
Vincent Marchetti,1.78,France
Frédéric Guilbert,1.78,France
Idriss Saadi,1.86,Algeria
Fayçal Fajr,1.78,Morocco
Antonin Bobichon,1.7,
Mathias Pereira Lage,1.8,Portugal
Irvin Cardona,1.85,France
Molla Wagué,1.91,Mali
Metehan Güclü,1.82,Turkey
Elliot Grandin,1.78,France
Wes Brown,1.85,England
Stephen Kelly,1.84,Republic of Ireland
Nicklas Helenius,1.95,Denmark
Cuco Martina,1.85,Curaçao
Mika,,
Abdelhamid Sabiri,1.84,Germany
Xande Silva,1.77,Portugal
Peter Gwargis,1.8,Sweden
Aleksey Rebko,1.78,Russia
Héctor Bracamonte,1.9,
Abdoul Gafar Mamah,1.73,Togo
Ivan Ivanov,1.88,Bulgaria
Aleksandr Pavlenko,1.75,Russia-2
Igor Shitov,1.85,Belarus
Milan Rodic,1.85,Serbia
Ognjen Vranjes,1.82,Bosnia and Herzegovina
Benoît Angbwa,1.77,Cameroon
Byeong-su Yu,,
Maksim Kanunnikov,1.83,Russia
Cristian Ramírez,1.74,Ecuador
Konstantin Rausch,1.81,Russia
Anton Zabolotny,1.91,Russia
Damian Szymanski,1.82,Poland
Rifat Zhemaletdinov,1.84,Russia
Aleksandr Tashaev,1.77,Russia
Igor Diveev,1.93,Russia
Konrad Michalak,1.74,Poland
Leandro Cabrera,1.87,Uruguay
Marc Torrejón,1.87,Spain
Diego Ifrán,1.74,
Roland Lamah,1.82,Belgium
Miroslav Stevanovic,1.8,Bosnia and Herzegovina
Jonathan dos Santos,1.73,Mexico
Darko Brasanac,1.78,Serbia
Alejandro Gálvez,1.9,
Álvaro Medrán,1.76,Spain
Javi Fuego,1.81,Spain
Enis Bardhi,1.72,North Macedonia
Francisco Portillo,,
Recio,1.83,Spain
Ximo Navarro,1.77,
Jack Harper,1.85,Scotland
Juan Muñoz,1.82,Spain
Martin Valjent,1.87,Slovakia
Nicola Belmonte,1.83,
Piermario Morosini,,Italy
Lino Marzorati,1.81,Italy
Diego Ângelo,1.92,
Nicolò Cherubin,1.88,
Stefano Guberti,1.8,
Nicolao Dumitru,1.84,Italy
Manuele Blasi,1.78,Italy
Alessandro Elia,,
Andrea Caracciolo,1.94,Italy
Zeljko Brkic,1.97,Serbia
Abdoul Sissoko,1.8,France
Alessandro Bassoli,1.78,
Riccardo Pasi,1.75,
Cristian Pasquato,1.72,Italy
Giandomenico Mesto,1.81,Italy
Francesco Bardi,1.88,Italy
Gonzalo Rodríguez,1.82,Argentina
Matías Cabrera,1.8,
Sebastian Eriksson,1.85,Sweden
Michel Morganella,1.84,Switzerland
Samir Ujkani,1.88,Kosovo
Dejan Lazarevic,,
Giammario Piscitella,1.75,Italy
Igor Bubnjic,1.88,Croatia
Marcel Büchel,,Liechtenstein
Rubén Bentancourt,1.86,Uruguay
Simone Colombi,1.88,Italy
Mohamed Traoré,1.86,
Nicolò Lolli,,
Melker Hallberg,1.8,Sweden
Raffaele Maiello,1.77,Italy  Serie B
Remo Freuler,1.81,Switzerland
Nikola Ninkovic,1.82,Serbia
Norbert Gyömbér,1.89,Slovakia
Matteo Pessina,1.87,Italy
Aristóteles Romero,1.84,Venezuela
Martin Graiciar,1.84,Czech Republic
Rafik Zekhnini,1.79,Norway
Seung-woo Lee,1.7,South Korea
Vitalie Damascan,1.8,Moldova
Jens Stryger Larsen,1.82,Denmark
Samuel Mraz,1.84,Slovakia
Andrea Beghetto,1.82,
Alfred Gomis,1.96,Senegal
Nicholas Opoku,1.9,Ghana
Lasse Schöne,1.78,Denmark
Antonio Di Gaudio,1.69,
Cristo,,
Adam Hlousek,1.87,Czech Republic
David Texeira,1.83,Uruguay
Jesper Drost,1.75,Netherlands
Prince Gouano,1.88,France
Rafael Assis,,
